text,label,source
You bad girl. I can still remember them,ham,sms
"reminder from o2: to bring 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam,sms
romca everyone around should be responding well to your presence since you are so warm and outgoing. you be bringing in a real breath of sunshine.,spam,sms
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham,sms
Call me when u're done...,ham,sms
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,ham,sms
Please CALL 08712402779 immediately as there is an urgent message waiting for you,spam,sms
Ü called dad oredi...,ham,sms
"Nationwide has noticed your debit card was recently used on 29-11-2016 15:04:43, at APPLE ONLINE STORE for 1267.00 GBP If not you please urgently call fraud prevention on 03303800231 or Int +443303800231. Do not reply by SMS http://www.Nationwide.co.uk",spam,sms
Ok. How many should i buy.,ham,sms
dear dave this is your final notice to amass your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,spam,sms
great news! call freefone 08006344447 to exact your guaranteed £1000 cash or £2000 gift. speak to a live operator now!,spam,sms
here is your discount code rp176781. to stop further messages reply stop. www.regalportfolio.co.uk. customer services 08717205546,spam,sms
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",ham,sms
"your free ringtone embody look to be collected. simply text the password ""mix"" to 85069 to verify. experience usher and britney.",spam,sms
We have recalculated your vehicle tax. You are owed �48.84 due to over payment.Click the secure link http:// 103.208.86.96 to claim your refund.,spam,sms
xmas reward equal waiting for you! our computer ingest randomly picked you from our loyal mobile customers to receive a £400 reward. just call 09066380644,spam,sms
"todays vodafone numbers cease 9167 embody selected to receive a rs.2,00,000 award. if you ingest a match please call 7044518857 quoting claim code 5001 standard rates apply",spam,sms
"hot live fantasies bid now 08707500020 just 20p per min ntt ltd, po box 1327",spam,sms
Package all your programs well,ham,sms
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham,sms
Haha i think i did too,ham,sms
"dear customer your pay2tmkyc has embody expired, it�s will be bl0cked within 24 hour, please contact customer! care ph� 6200992462 immediately to swear",spam,sms
1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,spam,sms
dear customer your pyatm wallet experience been book and hold your amount please complete your kyc contact customer care 8536074310,spam,sms
"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. ascertain him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind dates institutionalize hide",spam,sms
i'd like to tell you my deepest darkest fantasies. call me 09094646631 just 60p/min. to stop texts call 08712460324 (nat rate),spam,sms
"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ham,sms
here is your discount code rp176781. to finish further messages answer stop. www.regalportfolio.co.uk. customer services 08717205546,spam,sms
I am busy on Sunday as I HAVE A DATE ON SUNDAY WITH LITCI!!,ham,sms
hmv bonus special 500 pounds of genuine hmv vouchers to exist won. play now! send hmv to 86688 more info:www.100percent-real.com,spam,sms
do you want a new video handset? 750 anytime any network mins? half price line rental? camcorder? reply or call 08000930705 for delivery tomorrow,spam,sms
we sample to call you re your reply to our sms for a video mobile 750 mins unlimited text + free camcorder reply of call 08000930705 now,spam,sms
"todays vodafone numbers finish 5263 embody selected to incur a rs.2,00,000 award. if you have a match please call 6200992462 quoting claim code 4267 standard rates apply",spam,sms
I'll let you know when it kicks in,ham,sms
"atm block:dear customer, due to our system advance your atm card has just been de-activated. to re-activate call customer care for help 07068796424 now.",spam,sms
free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt pod to 84128 ts&cs www.textpod.net,spam,sms
"urgent!! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam,sms
free msg:we billed your mobile number by mistake from shortcode 83332.please call 08081263000 to ingest charges refunded.this call will be free from a bt landline,spam,sms
88066 from 88066 mislay 3pound help,spam,sms
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham,sms
bought one ringtone and now getting texts cost 3 pound offering more tones etc,spam,sms
What are youdoing later? Sar xxx,ham,sms
urgent! your mobile number experience be awarded with a £2000 prize guaranteed. call 09058094455 from land line. claim 3030. valid 12hrs only,spam,sms
"Sorry, got a late start, we're on the way",ham,sms
88066 from 88066 lost 3pound help,spam,sms
"as a valued customer, i am pleased to advise you that survey recent review of your mobile no. you are awarded with a rs.5,00,000 bonus prize, call 8536074310",spam,sms
Okay... I booked all already... Including the one at bugis.,ham,sms
"you ve won! your 4* costa del sol holiday or £6000 await collection. call 09050090055 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam,sms
18 days to euro2004 kickoff! u will be continue inform of all the latest news and results daily.,spam,sms
overcome programming challenges for multicore and learn the techniques to scale reliability. attend intel session at 3.45 pm at microsoft community techdays,spam,sms
freemsg: fancy a flirt? reply date now & join the uks fastest growing mobile dating service. msgs rcvd just 25p to optout txt stop to 83021. reply date now!,spam,sms
urgent this embody our 2nd attempt to contact u. your £900 prize from yesterday equal still awaiting collection. to arrogate call now 09061702893. acl03530150pm,spam,sms
free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt pod to 84128 ts&cs www.textpod.net,spam,sms
"dear voucher holder, to exact this weeks offer, at you pc please go to http://www.e-tlp.co.uk/reward. ts&cs apply.",spam,sms
Thanx...,ham,sms
urgent! this be the 2nd attempt to contact u!u ingest won £1000call 09071512432 b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary. max£7. 50,spam,sms
todays voda numbers ending 7548 exist selected to find a $350 award. if you ingest a match please call 08712300220 quoting claim code 4041 standard rates app,spam,sms
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam,sms
<forwarded from 21870000>hi - this embody your mailbox messaging sms alert. you ingest 40 matches. please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,sms
"hi babe its jordan, how r u? im home from abroad and lonely, text me back if u wanna chat xxsp visionsms.com text stop to stopcost 150p 08712400603",spam,sms
you possess advance a nokia 7250i. this embody what you get when you succeed our free auction. to convey part institutionalize nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,spam,sms
dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,spam,sms
u have a secret admirer who is look 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08718727870150ppm,spam,sms
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",ham,sms
fantasy football is back on your tv. go to sky gamestar on sky active and bring £250k dream team. register now!sky opt out to 88088,spam,sms
hi 07734396840 ibh customer loyalty offer: the new nokia6600 mobile from only £10 at txtauction!txt word:start to no:81151,spam,sms
"double mins and txts 4 6monthsavailable on sony, nokia motorola phones. call mobileupd8 on 08000839403 or call2optout/n9dx",spam,sms
great new offer - double mins & double txt on best orange tariffs and get latest camera call 4 free! call on 08000839402 now!,spam,sms
"we let find a request from you for purchasing paytm payments bank fastag. total amount to exist paid is rs 250/- (tag cost rs. 100 security deposit rs. 0, threshold -rs. 150). in case of any queries, please contact us at https://m.paytm.me/fastag-help",spam,sms
dear paytm customer your paytm kyc ingest expired. contact customer care no-8927307655 immediately. your account will block within 24 hr. thank you paytm team.,spam,sms
"Are you a luxury traveller or know someone who is?? View in browser

Are you a luxury traveller or know someone who is?
We have a task for you on our platform. Don't miss out on your last chance to complete this task!

 $10
 12.July.23
 10 mins
You may interview a friend/contact from the US, France, South Korea, UAE and Japan who is a luxury traveller with a salary higher than $150,000 or the equivalent, or you may cold call luxury travel companies and interview their affluent customers. 

Think you're a good match?
Complete the survey today!

Go to task 
?
Available on


Great


based on 342 reviews






Copyright © 2023 GrapeData. All rights reserved.

Privacy Policy | Terms of use | Contact

Want to change how you receive these emails?

Unsubscribe from this list 

GrapeData Limited (“GrapeData”) is incorporated in England and Wales under company number 11187265. GrapeData’s registered address is 1 Waterhouse Square, London, EC1N 2ST




",ham,email
you have 1 new message. please call 08715205273,spam,sms
For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,spam,sms
Buy one egg for me da..please:),ham,sms
"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18 . help08718728876",spam,sms
"records indicate you were ask in an accident in the last 2.5 years. as such you are entitle to claim compensation, reply claim for info or stop to opt out",spam,sms
Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 6200992462 Your Paytm A/C will block within 24hr Thank you.,spam,sms
urgent! your mobile number has been grant with a £2000 prize guaranteed. call 09061790126 from land line. claim 3030. valid 12hrs only 150ppm,spam,sms
